ï»¿"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HDBFS","EQ","15-Dec-2025","765.75","762.30","764.10","751.10","755.00","756.60","755.64","3,29,263","24,88,03,513.35","16,106","1,95,529","59.38"
