ï»¿"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"SBIN","EQ","15-Dec-2025","963.15","957.25","968.85","957.25","966.10","967.25","964.79","44,16,952","4,26,14,35,766.60","1,36,982","23,93,856","54.20"
